Key	Distrito	Municipio	Freguesia	Eleitores (Anterior)	Eleitores (Corrente)	Percentagem de Votantes (Anterior)	Percentagem de Votantes (Corrente)	Votos Nulos (Anterior)	Votos Nulos (Corrente)	Votos Brancos (Anterior)	Votos Brancos (Corrente)	ADN - Votos (Anterior)	ADN - Votos (Corrente)	ADN - Percentagem (Anterior)	ADN - Percentagem (Corrente)	B.E. - Votos (Anterior)	B.E. - Votos (Corrente)	B.E. - Percentagem (Anterior)	B.E. - Percentagem (Corrente)	CH - Votos (Anterior)	CH - Votos (Corrente)	CH - Percentagem (Anterior)	CH - Percentagem (Corrente)	E - Votos (Anterior)	E - Votos (Corrente)	E - Percentagem (Anterior)	E - Percentagem (Corrente)	IL - Votos (Anterior)	IL - Votos (Corrente)	IL - Percentagem (Anterior)	IL - Percentagem (Corrente)	JPP - Votos (Anterior)	JPP - Votos (Corrente)	JPP - Percentagem (Anterior)	JPP - Percentagem (Corrente)	L - Votos (Anterior)	L - Votos (Corrente)	L - Percentagem (Anterior)	L - Percentagem (Corrente)	MPT - Votos (Anterior)	MPT - Votos (Corrente)	MPT - Percentagem (Anterior)	MPT - Percentagem (Corrente)	MPT.A - Votos (Anterior)	MPT.A - Votos (Corrente)	MPT.A - Percentagem (Anterior)	MPT.A - Percentagem (Corrente)	NC - Votos (Anterior)	NC - Votos (Corrente)	NC - Percentagem (Anterior)	NC - Percentagem (Corrente)	ND - Votos (Anterior)	ND - Votos (Corrente)	ND - Percentagem (Anterior)	ND - Percentagem (Corrente)	PAN - Votos (Anterior)	PAN - Votos (Corrente)	PAN - Percentagem (Anterior)	PAN - Percentagem (Corrente)	PCP-PEV - Votos (Anterior)	PCP-PEV - Votos (Corrente)	PCP-PEV - Percentagem (Anterior)	PCP-PEV - Percentagem (Corrente)	PCTP/MRPP - Votos (Anterior)	PCTP/MRPP - Votos (Corrente)	PCTP/MRPP - Percentagem (Anterior)	PCTP/MRPP - Percentagem (Corrente)	PLS - Votos (Anterior)	PLS - Votos (Corrente)	PLS - Percentagem (Anterior)	PLS - Percentagem (Corrente)	PPD/PSD.CDS-PP - Votos (Anterior)	PPD/PSD.CDS-PP - Votos (Corrente)	PPD/PSD.CDS-PP - Percentagem (Anterior)	PPD/PSD.CDS-PP - Percentagem (Corrente)	PPD/PSD.CDS-PP.PPM - Votos (Anterior)	PPD/PSD.CDS-PP.PPM - Votos (Corrente)	PPD/PSD.CDS-PP.PPM - Percentagem (Anterior)	PPD/PSD.CDS-PP.PPM - Percentagem (Corrente)	PPM - Votos (Anterior)	PPM - Votos (Corrente)	PPM - Percentagem (Anterior)	PPM - Percentagem (Corrente)	PS - Votos (Anterior)	PS - Votos (Corrente)	PS - Percentagem (Anterior)	PS - Percentagem (Corrente)	PTP - Votos (Anterior)	PTP - Votos (Corrente)	PTP - Percentagem (Anterior)	PTP - Percentagem (Corrente)	R.I.R. - Votos (Anterior)	R.I.R. - Votos (Corrente)	R.I.R. - Percentagem (Anterior)	R.I.R. - Percentagem (Corrente)	VP - Votos (Anterior)	VP - Votos (Corrente)	VP - Percentagem (Anterior)	VP - Percentagem (Corrente)
LOCAL-181015	Viseu	Oliveira de Frades	Oliveira de Frades, Souto de Lafões e Sejães	3337	3341	0.6988	0.6884	19	21	33	43	46	33	0.0197	0.0143	61	22	0.0262	0.0096	547	590	0.2346	0.2565	1	1	0.0004	0.0004	67	83	0.0287	0.0361	0	0	0.0000	0.0000	49	66	0.0210	0.0287	0	0	0.0000	0.0000	2	0	0.0009	0.0000	0	0	0.0000	0.0000	3	1	0.0013	0.0004	34	0	0.0146	0.0000	28	29	0.0120	0.0126	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	1004	0.0000	0.4365	921	0	0.3949	0.0000	0	1	0.0000	0.0004	507	396	0.2174	0.1722	0	0	0.0000	0.0000	13	9	0.0056	0.0039	1	1	0.0004	0.0004
LOCAL-181102	Viseu	Penalva do Castelo	Castelo de Penalva	804	796	0.4801	0.5352	5	9	8	4	9	7	0.0233	0.0164	6	3	0.0155	0.0070	76	79	0.1969	0.1854	2	0	0.0052	0.0000	6	11	0.0155	0.0258	0	0	0.0000	0.0000	5	7	0.0130	0.0164	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	5	0	0.0130	0.0000	2	0	0.0052	0.0000	4	6	0.0104	0.0141	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	207	0.0000	0.4859	172	0	0.4456	0.0000	0	0	0.0000	0.0000	85	88	0.2202	0.2066	0	0	0.0000	0.0000	1	1	0.0026	0.0023	0	4	0.0000	0.0094
LOCAL-181103	Viseu	Penalva do Castelo	Esmolfe	433	437	0.6212	0.6430	5	2	6	3	8	9	0.0297	0.0320	14	3	0.0520	0.0107	34	51	0.1264	0.1815	0	0	0.0000	0.0000	13	6	0.0483	0.0214	0	0	0.0000	0.0000	6	10	0.0223	0.0356	0	0	0.0000	0.0000	1	0	0.0037	0.0000	0	0	0.0000	0.0000	1	3	0.0037	0.0107	2	0	0.0074	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	146	0.0000	0.5196	109	0	0.4052	0.0000	0	0	0.0000	0.0000	70	48	0.2602	0.1708	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000
LOCAL-181104	Viseu	Penalva do Castelo	Germil	355	350	0.6169	0.6400	2	2	2	4	7	12	0.0320	0.0536	7	1	0.0320	0.0045	45	50	0.2055	0.2232	0	0	0.0000	0.0000	4	2	0.0183	0.0089	0	0	0.0000	0.0000	0	2	0.0000	0.0089	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	2	2	0.0091	0.0089	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	82	0.0000	0.3661	67	0	0.3059	0.0000	0	1	0.0000	0.0045	81	66	0.3699	0.2946	0	0	0.0000	0.0000	2	0	0.0091	0.0000	0	0	0.0000	0.0000
LOCAL-181105	Viseu	Penalva do Castelo	Ínsua	1935	1927	0.6258	0.6212	18	22	24	14	33	30	0.0273	0.0251	28	14	0.0231	0.0117	182	197	0.1503	0.1646	1	1	0.0008	0.0008	26	20	0.0215	0.0167	0	0	0.0000	0.0000	25	35	0.0206	0.0292	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	1	0	0.0008	0.0000	12	0	0.0099	0.0000	29	17	0.0239	0.0142	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	494	0.0000	0.4127	401	0	0.3311	0.0000	0	2	0.0000	0.0017	425	348	0.3509	0.2907	0	0	0.0000	0.0000	5	3	0.0041	0.0025	1	0	0.0008	0.0000
LOCAL-181106	Viseu	Penalva do Castelo	Lusinde	218	220	0.6468	0.6727	2	2	1	3	6	2	0.0426	0.0135	9	3	0.0638	0.0203	29	25	0.2057	0.1689	0	0	0.0000	0.0000	4	3	0.0284	0.0203	0	0	0.0000	0.0000	3	7	0.0213	0.0473	0	0	0.0000	0.0000	1	0	0.0071	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	1	0	0.0071	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	70	0.0000	0.4730	52	0	0.3688	0.0000	0	1	0.0000	0.0068	33	32	0.2340	0.2162	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000
LOCAL-181109	Viseu	Penalva do Castelo	Pindo	1665	1658	0.6372	0.6514	21	12	14	14	29	12	0.0273	0.0111	16	14	0.0151	0.0130	216	233	0.2036	0.2157	0	0	0.0000	0.0000	21	21	0.0198	0.0194	0	0	0.0000	0.0000	11	12	0.0104	0.0111	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	6	7	0.0057	0.0065	14	0	0.0132	0.0000	22	13	0.0207	0.0120	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	498	0.0000	0.4611	357	0	0.3365	0.0000	0	3	0.0000	0.0028	329	239	0.3101	0.2213	0	0	0.0000	0.0000	3	1	0.0028	0.0009	2	1	0.0019	0.0009
LOCAL-181110	Viseu	Penalva do Castelo	Real	229	230	0.6114	0.5522	1	2	1	4	6	3	0.0429	0.0236	7	3	0.0500	0.0236	28	20	0.2000	0.1575	0	1	0.0000	0.0079	3	1	0.0214	0.0079	0	0	0.0000	0.0000	0	1	0.0000	0.0079	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	3	2	0.0214	0.0157	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	51	0.0000	0.4016	39	0	0.2786	0.0000	0	0	0.0000	0.0000	52	39	0.3714	0.3071	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000
LOCAL-181111	Viseu	Penalva do Castelo	Sezures	696	685	0.4957	0.5285	4	0	13	7	11	6	0.0319	0.0166	1	1	0.0029	0.0028	47	69	0.1362	0.1906	0	0	0.0000	0.0000	5	8	0.0145	0.0221	0	0	0.0000	0.0000	2	2	0.0058	0.0055	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	2	0	0.0058	0.0000	3	1	0.0087	0.0028	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	156	0.0000	0.4309	115	0	0.3333	0.0000	0	0	0.0000	0.0000	140	111	0.4058	0.3066	0	0	0.0000	0.0000	1	1	0.0029	0.0028	1	0	0.0029	0.0000
LOCAL-181112	Viseu	Penalva do Castelo	Trancozelos	250	246	0.6760	0.6504	3	4	3	1	1	3	0.0059	0.0188	0	1	0.0000	0.0063	28	21	0.1657	0.1313	0	0	0.0000	0.0000	3	0	0.0178	0.0000	0	0	0.0000	0.0000	2	2	0.0118	0.0125	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	1	1	0.0059	0.0063	0	0	0.0000	0.0000	0	2	0.0000	0.0125	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	60	0.0000	0.3750	41	0	0.2426	0.0000	0	0	0.0000	0.0000	85	64	0.5030	0.4000	0	0	0.0000	0.0000	0	1	0.0000	0.0063	2	0	0.0118	0.0000
LOCAL-181114	Viseu	Penalva do Castelo	Antas e Matela	373	370	0.6327	0.6703	5	1	1	1	6	8	0.0254	0.0323	1	2	0.0042	0.0081	44	37	0.1864	0.1492	0	0	0.0000	0.0000	5	5	0.0212	0.0202	0	0	0.0000	0.0000	0	1	0.0000	0.0040	0	0	0.0000	0.0000	1	0	0.0042	0.0000	0	0	0.0000	0.0000	1	0	0.0042	0.0000	4	0	0.0169	0.0000	0	2	0.0000	0.0081	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	141	0.0000	0.5685	107	0	0.4534	0.0000	0	0	0.0000	0.0000	57	49	0.2415	0.1976	0	0	0.0000	0.0000	3	0	0.0127	0.0000	1	1	0.0042	0.0040
LOCAL-181115	Viseu	Penalva do Castelo	Vila Cova do Covelo/Mareco	289	286	0.6574	0.7168	3	4	2	3	8	8	0.0421	0.0390	4	2	0.0211	0.0098	16	20	0.0842	0.0976	0	0	0.0000	0.0000	0	5	0.0000	0.0244	0	0	0.0000	0.0000	0	1	0.0000	0.0049	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	1	0.0000	0.0049	2	0	0.0105	0.0000	1	0	0.0053	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	108	0.0000	0.5268	103	0	0.5421	0.0000	0	2	0.0000	0.0098	51	50	0.2684	0.2439	0	0	0.0000	0.0000	0	1	0.0000	0.0049	0	0	0.0000	0.0000
LOCAL-181202	Viseu	Penedono	Beselga	297	295	0.4747	0.5153	1	1	0	3	8	2	0.0567	0.0132	2	1	0.0142	0.0066	17	31	0.1206	0.2039	0	0	0.0000	0.0000	3	1	0.0213	0.0066	0	0	0.0000	0.0000	1	2	0.0071	0.0132	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	1	1	0.0071	0.0066	0	0	0.0000	0.0000	2	5	0.0142	0.0329	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	62	0.0000	0.4079	50	0	0.3546	0.0000	0	1	0.0000	0.0066	55	40	0.3901	0.2632	0	0	0.0000	0.0000	1	2	0.0071	0.0132	0	0	0.0000	0.0000
LOCAL-181203	Viseu	Penedono	Castainço	139	141	0.5612	0.5532	2	1	2	0	2	0	0.0256	0.0000	2	0	0.0256	0.0000	19	22	0.2436	0.2821	0	0	0.0000	0.0000	0	1	0.0000	0.0128	0	0	0.0000	0.0000	0	1	0.0000	0.0128	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	3	1	0.0385	0.0128	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	34	0.0000	0.4359	28	0	0.3590	0.0000	0	0	0.0000	0.0000	20	18	0.2564	0.2308	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000
LOCAL-181207	Viseu	Penedono	Penela da Beira	315	313	0.5651	0.5527	5	6	3	3	7	5	0.0393	0.0289	5	1	0.0281	0.0058	26	35	0.1461	0.2023	0	0	0.0000	0.0000	0	6	0.0000	0.0347	0	0	0.0000	0.0000	5	4	0.0281	0.0231	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	2	0	0.0112	0.0000	3	4	0.0169	0.0231	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	60	0.0000	0.3468	67	0	0.3764	0.0000	0	0	0.0000	0.0000	53	49	0.2978	0.2832	0	0	0.0000	0.0000	2	0	0.0112	0.0000	0	0	0.0000	0.0000
LOCAL-181208	Viseu	Penedono	Póvoa de Penela	333	326	0.4745	0.4969	5	4	2	0	6	4	0.0380	0.0247	6	1	0.0380	0.0062	35	49	0.2215	0.3025	0	0	0.0000	0.0000	0	1	0.0000	0.0062	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	1	0.0000	0.0062	2	0	0.0127	0.0000	3	1	0.0190	0.0062	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	68	0.0000	0.4198	56	0	0.3544	0.0000	0	0	0.0000	0.0000	43	33	0.2722	0.2037	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000
LOCAL-181209	Viseu	Penedono	Souto	257	250	0.6770	0.6760	0	3	0	0	8	3	0.0460	0.0178	3	1	0.0172	0.0059	37	27	0.2126	0.1598	0	2	0.0000	0.0118	4	5	0.0230	0.0296	0	0	0.0000	0.0000	1	0	0.0057	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	1	1	0.0057	0.0059	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	105	0.0000	0.6213	94	0	0.5402	0.0000	0	0	0.0000	0.0000	23	22	0.1322	0.1302	0	0	0.0000	0.0000	1	0	0.0057	0.0000	2	0	0.0115	0.0000
LOCAL-181210	Viseu	Penedono	Antas e Ourozinho	372	363	0.4355	0.4959	0	3	0	2	1	5	0.0062	0.0278	2	3	0.0123	0.0167	36	41	0.2222	0.2278	1	0	0.0062	0.0000	4	6	0.0247	0.0333	0	0	0.0000	0.0000	2	4	0.0123	0.0222	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	1	3	0.0062	0.0167	2	0	0.0123	0.0000	3	5	0.0185	0.0278	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	67	0.0000	0.3722	57	0	0.3519	0.0000	0	0	0.0000	0.0000	51	41	0.3148	0.2278	0	0	0.0000	0.0000	2	0	0.0123	0.0000	0	0	0.0000	0.0000
LOCAL-181211	Viseu	Penedono	Penedono e Granja	1085	1086	0.5926	0.5820	4	9	16	14	25	11	0.0389	0.0174	8	5	0.0124	0.0079	159	143	0.2473	0.2263	0	2	0.0000	0.0032	20	26	0.0311	0.0411	0	0	0.0000	0.0000	11	19	0.0171	0.0301	0	0	0.0000	0.0000	1	0	0.0016	0.0000	0	0	0.0000	0.0000	2	3	0.0031	0.0047	5	0	0.0078	0.0000	10	12	0.0156	0.0190	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	264	0.0000	0.4177	224	0	0.3484	0.0000	0	0	0.0000	0.0000	155	124	0.2411	0.1962	0	0	0.0000	0.0000	3	0	0.0047	0.0000	0	0	0.0000	0.0000
LOCAL-181302	Viseu	Resende	Barrô	657	644	0.5251	0.5481	12	11	2	2	14	13	0.0406	0.0368	5	0	0.0145	0.0000	31	28	0.0899	0.0793	0	0	0.0000	0.0000	4	3	0.0116	0.0085	0	0	0.0000	0.0000	1	4	0.0029	0.0113	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	4	1	0.0116	0.0028	5	0	0.0145	0.0000	6	2	0.0174	0.0057	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	176	0.0000	0.4986	135	0	0.3913	0.0000	0	2	0.0000	0.0057	126	109	0.3652	0.3088	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	2	0.0000	0.0057
LOCAL-181303	Viseu	Resende	Cárquere	702	705	0.6852	0.6454	7	5	7	4	9	8	0.0187	0.0176	8	1	0.0166	0.0022	47	51	0.0977	0.1121	0	0	0.0000	0.0000	5	2	0.0104	0.0044	0	0	0.0000	0.0000	2	4	0.0042	0.0088	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	2	0.0000	0.0044	2	0	0.0042	0.0000	5	10	0.0104	0.0220	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	238	0.0000	0.5231	219	0	0.4553	0.0000	0	1	0.0000	0.0022	166	128	0.3451	0.2813	0	0	0.0000	0.0000	3	0	0.0062	0.0000	1	1	0.0021	0.0022
